review,Sentiment
"@travisk Mister Travis
I send you from Cairo.
There is a disaster in Uber because of the support staff and their t https://t.co/Z5iDk2THSE",NEGATIVE
Natwest how do i request sort code and account number? Ive misplaced this info and can't start using my account..tried phoning but nobody answers the phone,NEGATIVE
A quality life demands quality questions. -  Dr. John Demartini #quote https://t.co/kZYhaiKCrC,NEUTRAL
"Congratulations to @InnFin member @iwoca on being named as top SME lender in @thesundaytimes' 'HSBC International Track 200'

ðŸ’¡The Track names Britainâ€™s top 200 mid-market private companies with the fastest-growing international sales

Full: https://t.co/xBPFdAW1a0",POSITIVE
Tony Robbins Love it! Never better explained ??,POSITIVE
@travisk Uber is deceiving the drivers because after we make the long trips specifically and charges the customersâ€¦ https://t.co/WiOwBGLAUy,NEGATIVE
Will this be sorting out the online app for us to be able to do bank tranfers? As there has been a problem for a while now where it's not allowing us to do bank tranfer on the mobile app?,NEGATIVE
RT @robprogressive: A brilliant interview on creating the mindset for wealth creation &amp; much more with Dr John DeMartini @drjohndemartini c,POSITIVE
@travisk Serial abuser of worker's rights you mean? Dragged kicking and screaming by Governments into the 21st Cent… https://t.co/mBy87TJ4ac,NEGATIVE
Tony Robbins and Dean Graziosi Revealed their new course collaboration that makes sense for everyone! If you missedâ€¦ https://t.co/nSXsPSAbfp,NEUTRAL
"Asking quality questions leads to living a quality life. - Dr John Demartini

But what are those quality questions? Find out in this SuperHumans At Work #podcast episode... https://t.co/1cmzzxj9Uz",NEUTRAL
"The comments, the new 1 is that companies are creating racial divisions. Either people are blind or choose to ignore the reality of life. Companies that lack diversity does raise questions and representation matters. Why are people acting like companies/brands are causing racial divisions when itâ€™s the truth. ðŸ™„

If you have never experienced what people from different backgrounds experienced why are people commenting like they understand. This is good that NatWest are willing to be better for all. Whatâ€™s the problem?",NEGATIVE
"How amazing was Dr John Demartini on the Healthy Habit Hotseat last week?

If you havent checked it out yet, nows https://t.co/1DI74tGN5Z",POSITIVE
"EVERYONE HERE SEEM TO SUFFER FROM STOCKHOLM SYNDROME OF LONGTERM EXPLOITATION OF BEING A TENANT!!!

COME ON PEOPLE STOP SUFFERING IN SILENCE!

IT IS NOT YOUR FAULT BEING IN THE GRIP OF LANDLORDS!

WHERE ARE ALL THE HIGHLY PAYED POLITICIANS MEANT TO LOOK OUT FOR YOU!

MINIMUM WAGE STRETCHES A LONG WAY when youâ€™re a TENANT:

- Landlordâ€™s MORTGAGE ADVISER
- Landlordâ€™s BUY TO LET MORTGAGE
- Landlordâ€™s BANK INTERESTS
- Landlordâ€™s PROPERTY PORTFOLIO 
- Landlordâ€™s SAVINGS
- Landlordâ€™s TAXES
- Landlordâ€™s TAX ADVICE and ACCOUNTANTS
- Landlordâ€™s BUILDING INSURANCE
- Landlordâ€™s PROPERTY MANAGEMENT 
- Landlordâ€™s PROPERTY MAINTENANCE

Anything else?

And they say:
â€œYOU SILLY SCROUNGER, WHY DONâ€™T YOU WORK HARDER AND SAVE UP!!!â€

WE CAN NOT DENY THERE IS SYSTEMATIC, ORGANISED EXPLOITATION OF PEOPLE EARNING MINIMUM WAGE AND PAYING OFF PRIVATE LANDLORDS EXTENSIVE PROPERTY PORTFOLIOS, 
BUY TO LET MORTGAGES!!! 

UK IS 46TH IN HOMEOWNERSHIP BEHIND THIRD WORLD COUNTRIES WITH 37% OF POPULATION IS INVISIBLE HOMELESS!!!

WE NEED HOUSING REFORM, RENT TO BUY, RENT TO OWN!!!

A LIFETIME OF RENT GOES TOWARDS HOMEOWNERSHIP!!!
",NEGATIVE
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! These are 3 people I admire the most when it come https://t.co/SEiKwnh46t",POSITIVE
Tnx lot my great Doctor.☑️👏💓,POSITIVE
"More WorldClass Keynote Speakers flying into Cardiff to speak at #Introbiz business events..ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ðŸ›©ðŸ‡®ðŸ‡ª
Donâ€™t miss Gâ€¦ https://t.co/9KOM8ZurDP",NEUTRAL
"you have taken away the savers card as the card was eaten by the cash machine, we had no notification that this service was ending and now have no access to money and cant buy food or pay bills, your customer service is non existant, cant get through on the phone lines, no live chat and cant get an appointment in any branch of HSBC, you have kept savings and we cant get them now.  Disgusting service from HSBC I will be contacting the CEO",NEGATIVE
"RT @FNAnetwork: This method is the Best!!!! https://t.co/8RvWuRYaNq

success #lawofsuccess #affiliatemarketing #makemoneyonline wahm motiva",POSITIVE
"We have incurred I financial abuse from Nat West my wife paid  Â£1235.15 to Nat West from her nationwide debt card  and Nat West lost this money or so they say and cannot help with this, Nationwide confirms it went to Nat West and gave my wife a ref number which she gave to Nat West but they still say they cannot help and they consider the matter closed, how many other people has this happed to. Nat West if you read this show you are a caring bank and give us some help with this. Your phone staff are no help ",NEGATIVE
"HSBC pretend to be good, but they do not care one sec for their customers. Simply no customer service to find at all",NEGATIVE
"The concept of having a list of ways to immediately change how you feel like @TonyRobbins describes in #awakenthegiantwithin can be really useful.
I just need to be more aware of when to use it during the day!",POSITIVE
"Yes, I too feel like being stuck on the ""How"". This is the barrier for me to think about ""What"" &  ""Why"".

An amazing topic dear Sir. Incredible.",POSITIVE
"This hits home for me so deeply (I can't read and watch this without crying I have all this embedded in my soul)....my husband Sgt Scott returned back from across seas w/unbelievable amount of issues. We fought for help for many years (military hospitals.doctors.psychologist)......the list goes on and on. (His story is a very dramatic movie yet untold). It's an never ending battle and it only worsens in time. Love and prayers to all those suffering and their caretakers and families as well...much love my heart and prayers go out to you all. 
??????",POSITIVE
Touched and Agreed Doc. Continued success and blessings 👏 Highest regards,POSITIVE
"We welcome Dr John Demartini; a world renowned specialist in human behavior, a researcher, author and global educatâ€¦ https://t.co/4duYFi7f9n",NEUTRAL
"I tried to open an account with them for my son on his 11th Birthday, I bank with them and I could do it online. 
They sent me a letter stating that because he doesnâ€™t have a mobile phone number or email address I have to go into a branch to finish it off-at the height of a pandemic!! 
Why would an 11 year old have their own mobile phone or email address (just turned 11, still in Primary school!) 
Just going to go elsewhere instead. ",NEGATIVE
RT @KennethHolland: A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/m64oGZlbiR,NEUTRAL
"We are delighted to be partnered with 17 universities across the UK in training staff to support #autistic students. Letâ€™s work together to boost the neurodiversity of the nationâ€™s workforce! #EmployAutism @santanderuk  
Find out more: https://t.co/Ev2gnsFPEd https://t.co/Vpw20IzB8q",POSITIVE
All aspects of my life,NEUTRAL
Very good!,POSITIVE
Yet when Iâ€™m transferring money between my own accounts you keep blocking it because you think itâ€™s fraudulentðŸ˜¡ getting bored of having to sort this crap out now,NEGATIVE
Dr John Demartini: Personal &amp; Professional Development. Empowering Leadership &amp; Performance in Business and Life. https://t.co/XRlIReQrcD,NEUTRAL
Singapore this is Aila Great to be here listening to you.?? Main inspirational person Vishen Lakhiani Love him his voice speech and ENERGY????,POSITIVE
"@gary_zukav @Vishen @mindvalley Great interview. Love how open you are, Gary.",POSITIVE
"""Jealousy should be envisioned as a gift of self-empowerment and not as the curse we may have assumed it to be"" dr… https://t.co/QGew3Wglus",NEUTRAL
Good morning!,NEUTRAL
Financial fitness plan don't make me laugh....  you have lost a customer who has been banking with you for over 25 years because of your lack of customer service and unable to change my bank and credit card...  I never realised how easy it was to move everything to somebody else !,NEGATIVE
"If you dont fill your day with high priority actions, low priority distractions will fill your day. - Dr John DeMartini @DemartiniDr",NEUTRAL
Can someone please tell me how to get through to my local branch please as I just keep getting through to silly call centres & the people answering those calls canâ€™t help me. They say they get will intouch with my branch to â€˜request a call backâ€™ for me but I never receive that call back. How am I supposed to speak with someone about an urgent matter if I canâ€™t get hold of my branch?.,NEGATIVE
Lets hope the response is slicker than last time and there are no 3 hour + phone queues (to then get cut off!).,NEGATIVE
"This book cost me $5, in an airport in India. Tested out one strategy with a small amount of money, made a 350% return in three years.
Desire, Will and WiFi ... You are in business.
#Patience #SmallActions #Strategy #Money #FinancialEducation #Forbes #Investor #TonyRobbins ?? https://t.co/EJjPsJgQ5S",POSITIVE
"It was my absolute pleasure to interview Dr John Demartini on Mondays episode of The Healthy Habit Hotseat. 

The https://t.co/e90YAr48yy",POSITIVE
"Even when you do speak to someone it's like having a conversation in a wind tunnel. I've never heard such terrible quality on a phone line, even the hold music breaks up ðŸ˜©",NEGATIVE
"This bookworm is very hungry...32,000 books read, sort of hungry!! ???? - *|https://t.co/pUOe2woHzP|* Meet this weeks https://t.co/wymLvyy2XP",NEUTRAL
"RT @soulscaping: A RARE FREE TRAINING with Tony Robbins, Russell Brunson, and Dean Graziosi, 3 people I admire the most when it comes to bu",NEUTRAL
"Excool is delighted to be ranked 30th on the Sunday Times HSBC International Track 200. @HSBCUKBusiness @ST_FastTrack.
This is a testament to the teamâ€™s hard work. #HSBCIntTrack200.

https://t.co/6097X2a1c1",POSITIVE
"@empirepowder Sounds like â€œunbundling Mindvalleyâ€ programs.

This is cool. Thanks.",POSITIVE
RT @0MMONET: Youâ€™ll discover transformational wisdom and ideas not yet covered in mainstream learning. https://t.co/I5OuTA9xxA #0MMOTeam,POSITIVE
"☢SCREW MOTIVATIONAL VIDEOS, QUOTES, AND SPEAKERS!!!🤬

This The True Reality Of Human  InspirationBy Vishen Lakhiani. ✨

#inspirationalquotes #successquote #mindvalley @mindvalley @Vishen @drmichaelbb @writingbeast2 https://t.co/q8YC9BAa6M",POSITIVE
"Thank you to @santanderuk for their incredible support after I fell victim to the @ThreeUK @ThreeUKSupport #PACscam.
Santanderâ€™s customer service has been second to none, proud to be a loyal customer!",POSITIVE
"We are so pleased to have ranked 48th in The Sunday Times HSBC International Track 200. What a result! #WeAreSouthgate

@HSBCUKBusiness @ST_FastTrack 

SouthgateÂ®The Sunday Times Fast Track #HSBCIntTrack200 https://t.co/FtU6yT6cEs",POSITIVE
This photo contains information about your company:  @Uber @UberEats @tonywest @darakhos @travisk @gc @softbankvcâ€¦ https://t.co/mK95cAEqbX,NEUTRAL
"You closed my account after 35 years, then blocked my ability to do an automatic switch to another bank who wanted my business. You now send me adverts offering me Â£125 to switch bank to you!! Never would I used an RBS group bank again",NEGATIVE
"Tony Robbins, Dean Graziosi &amp; Russell Brunson GO LIVE! https://t.co/PGfXqXkv8u https://t.co/K2QLiavlqi",NEUTRAL
"But @hsbc sent my personal information to the wrong address for months if not years, didnâ€™t notice and donâ€™t care ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡",NEGATIVE
