,review,Sentiment,words_entity_spacy,words_entity_bert
253,"RT @nikkiviljoen: ""The more you are grateful for what you have the more you will get to be grateful for."" Dr John Demartini #ThinkBigSundayâ€¦",NEUTRAL,"[('John Demartini', 'People, including fictional'), ('ThinkBigSundayâ€', 'Monetary values, including unit')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
254,"I like good old-fashioned cash but having been shielding for 6 months haven't had a chance to spend any.  I summoned up all my courage today to go into the bank to pay some into my account and swap the rest for new notes as I have no idea how long we will be shut in for.  The Welsh Dragon behind the counter refused point blank to swap them out, told me to spend it or pay it into my account!  DON'T TELL ME WHAT TO DO WITH MY MONEY!!ðŸ¤¬ I had already paid in the bulk but wanted to keep some in the house for emergencies.  Why did they refuse to take them?",NEGATIVE,"[('6 months', 'Absolute or relative dates or periods'), ('today', 'Absolute or relative dates or periods')]","[('Welsh', 'B-MISC'), ('Dragon', 'I-ORG')]"
255,"#BGS Delhi by Success Gyan had DR. John Demartini, Ashish Vidyarthi,Reshveen, Talreja, Surendran Jaysekar,Siddharth… https://t.co/svpOiD7hsz",NEUTRAL,"[('BGS Delhi', 'Countries, cities, states'), ('Success Gyan', 'Countries, cities, states'), ('DR', 'Countries, cities, states'), ('John Demartini', 'People, including fictional'), ('Ashish Vidyarthi', 'People, including fictional'), ('Reshveen', 'Nationalities or religious or political groups'), ('Surendran Jaysekar', 'People, including fictional'), ('Siddharth', 'Countries, cities, states')]","[('B', 'B-ORG'), ('##GS', 'I-ORG'), ('Delhi', 'I-ORG'), ('Success', 'B-PER'), ('G', 'B-PER'), ('##yan', 'I-PER'), ('DR', 'B-PER'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Ash', 'B-PER'), ('##ish', 'B-PER'), ('V', 'I-PER'), ('##idy', 'I-PER'), ('##art', 'I-PER'), ('##hi', 'I-PER'), ('Re', 'B-PER'), ('##sh', 'B-PER'), ('##ve', 'I-PER'), ('##en', 'B-PER'), ('Ta', 'B-PER'), ('##l', 'B-PER'), ('##re', 'I-PER'), ('##ja', 'B-PER'), ('Sure', 'B-PER'), ('##ndra', 'I-PER'), ('##n', 'I-PER'), ('Jays', 'I-PER'), ('##eka', 'I-PER'), ('Sid', 'B-PER'), ('##dha', 'I-PER'), ('##rth', 'B-PER')]"
256,"Attending the biggest training event in history, winners are ALWAYS looking for a way to WIN  attending LIVE Tony https://t.co/wB75kRuD4k",POSITIVE,"[('ALWAYS', 'Companies, agencies, institutions, etc.'), ('WIN \x97', 'Companies, agencies, institutions, etc.'), ('LIVE Tony', 'People, including fictional')]",[]
257,Meet the heroes who turned 24k TONNES of food waste into 57 million meals to feed hungry  25p for a meal for the vulnerable is fantastic value from this charity: worth supporting. https://t.co/vHdjfUrrvn,POSITIVE,"[('24k', 'Absolute or relative dates or periods'), ('TONNES', 'Companies, agencies, institutions, etc.'), ('57 million meals', 'Measurements, as of weight or distance'), ('25p', 'Absolute or relative dates or periods')]",[]
258,RT @Steven70114161: @travisk @UberEats @Uber_Support  you are kidding me right?? 😂😂 my money lost no appetite and unfortunately no support…,NEGATIVE,[],[]
259,The past does not equal the future. Tony Robbins,NEUTRAL,"[('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
260,Health n fitnessðŸ˜Š,NEUTRAL,[],[]
261,Tony Robbins and Dean Graziosiâ€Šâ€”â€ŠSaviours of Education or Just Dabblers? by @danny_forest https://t.co/u8u8t51wat,NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean', 'People, including fictional'), ('Education', 'Companies, agencies, institutions, etc.')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER')]"
262,You speak to much sense ðŸ‘,NEUTRAL,[],[]
263,Discover The Breakthrough Experience – Dr John Demartini https://t.co/MG8o8sSuQv https://t.co/uR1FHm4avq,NEUTRAL,"[('John Demartini', 'People, including fictional')]","[('##th', 'I-MISC'), ('##rough', 'I-MISC'), ('Experience', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
264,"Awesome work, thank you, John! Always delighted to support this work with my group Summer of love! Mark #thesummeroflovewithmarknew 💙 🌍 🌊 🏄‍♂️ 🙏",POSITIVE,"[('John', 'People, including fictional'), ('Summer', 'Absolute or relative dates or periods'), ('Mark #', 'People, including fictional'), ('🙏', 'Companies, agencies, institutions, etc.')]","[('John', 'B-PER'), ('Summer', 'B-ORG'), ('of', 'I-ORG'), ('love', 'I-MISC'), ('Mark', 'B-PER')]"
265,"What a great line up of keynote speakers at our Introbiz Masterclass, on 24th May @TheValeResort. Dont miss out on https://t.co/BGxLJwfSdZ",NEUTRAL,"[('Introbiz Masterclass', 'People, including fictional'), ('24th May @TheValeResort', 'Absolute or relative dates or periods'), ('Don\x92t', 'Companies, agencies, institutions, etc.')]","[('In', 'B-MISC'), ('##tro', 'I-MISC'), ('##bi', 'I-MISC'), ('##z', 'I-MISC'), ('Master', 'I-MISC'), ('##c', 'I-MISC'), ('##lass', 'I-MISC'), ('The', 'B-LOC'), ('##V', 'I-ORG'), ('##R', 'I-ORG'), ('##ort', 'I-ORG')]"
266,@TonyRobbins I respect you,POSITIVE,[],"[('Tony', 'B-PER'), ('##R', 'I-PER'), ('##ob', 'I-PER'), ('##bin', 'I-ORG')]"
267,"https://t.co/iimBCwBsbY
""Reserve Your Seat Now

Come Learn LIVE (For The First Time Ever) From Dean Graziosi, Tony… https://t.co/gy2nu7TFs8",NEUTRAL,"[('Reserve Your Seat Now Come Learn LIVE', 'Titles of books, songs, etc.'), ('The First Time Ever', 'Companies, agencies, institutions, etc.'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Tony', 'People, including fictional')]","[('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('##i', 'I-PER'), ('Tony', 'B-PER'), ('…', 'I-PER')]"
268,"Building a strong income stream with little involvement from me by the end of the year & launch my platform to testers, learn how they move, optimize as much as possible, have a strong brand foundation & raise funds by early next year possibly ??",NEUTRAL,"[('the end of the year', 'Absolute or relative dates or periods'), ('early next year', 'Absolute or relative dates or periods')]",[]
269,"""I am like a great tree of life, forever reaching for the sun and shedding my unproductive leaves a long the way.""â€¦ https://t.co/wZ9dXhbeSY",NEUTRAL,"[('¦', 'People, including fictional')]",[]
270,"RT @CandRGroup: ""Its not what we do ONCE in a WHILE that SHAPES our LIVES. Its what we do CONSISTENTLY."" @TonyRobbins

#mondaymotivation",POSITIVE,"[('RT @CandRGroup', 'Companies, agencies, institutions, etc.')]","[('Tony', 'B-ORG'), ('##R', 'I-ORG'), ('##ob', 'I-ORG'), ('##bin', 'I-ORG')]"
271,"Kelsey Clowes
Put your dispute on here perhaps they may sort it..... Absolutely ridiculous service! ",NEGATIVE,"[('Kelsey Clowes Put', 'Companies, agencies, institutions, etc.')]","[('Kelsey', 'B-PER'), ('C', 'I-PER'), ('##low', 'I-PER')]"
272,@DYWWestHighland Apprenticeships are a great way to learn about our business. Many thanks for your support.,POSITIVE,[],"[('D', 'B-LOC'), ('##W', 'I-ORG'), ('##est', 'I-ORG'), ('##H', 'I-ORG'), ('##igh', 'I-ORG'), ('##land', 'I-ORG')]"
273,Dr. John F. Demartini on the Law of Attraction https://t.co/GIaDiQx48C,NEUTRAL,"[('John F. Demartini', 'People, including fictional'), ('the Law of Attraction', 'Named documents made into laws.')]","[('John', 'B-PER'), ('F', 'I-PER'), ('.', 'I-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Law', 'B-MISC'), ('of', 'I-MISC'), ('At', 'I-MISC'), ('##traction', 'I-MISC')]"
274,"Stop being afraid of what could go wrong, and start being excited about what could go right.  Tony Robbins",NEUTRAL,"[('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
275,"@mandaarrr @stewdean @NotionHQ @monzo @Spotify Interesting! I've had to use both Barclays and Monzo's customer service in the last year, and the former was better. But I know folks who work at Monzo and it's a great product still",POSITIVE,"[('@mandaarrr @stewdean @NotionHQ @monzo @Spotify Interesting', 'Companies, agencies, institutions, etc.'), ('Barclays', 'Companies, agencies, institutions, etc.'), ('Monzo', 'People, including fictional'), ('the last year', 'Absolute or relative dates or periods'), ('Monzo', 'People, including fictional')]","[('Barclay', 'B-ORG'), ('##s', 'I-ORG'), ('Mon', 'B-ORG'), ('##zo', 'I-ORG'), ('Mon', 'B-ORG'), ('##zo', 'I-ORG')]"
276,"As a HSBC personal and business account holder, I am shocked at the complete lack of customer service provided by HSBC. 
After applying for BBL to try and save my small business, I am at a complete loss when thereâ€™s no information on the loan application and no timeframe is available to give me some idea of when I might hear, but donâ€™t worry HSBC can offer me a great rate if I need an overdraft. Iâ€™ve made a complaint and although Iâ€™ve received a response, it doesnâ€™t actually help in any way (as it answers a question I didnâ€™t even ask!!)
Iâ€™ve been hung up on numerous times, and as with many large companies, they seem to be hiding behind â€œit is an unprecedented situationâ€ to justify their awful service.",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('HSBC', 'Companies, agencies, institutions, etc.'), ('BBL', 'Companies, agencies, institutions, etc.'), ('HSBC', 'Companies, agencies, institutions, etc.'), ('â€œit', 'Countries, cities, states')]","[('H', 'B-ORG'), ('##SB', 'B-ORG'), ('##C', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('B', 'B-ORG'), ('##BL', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
277,Pity you canâ€™t sort your mortgage department out! Absolute joke to deal with.,NEGATIVE,[],[]
278,"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! These are 3 people I admire the most when it come https://t.co/g91oRSrSH3",POSITIVE,"[('DEAN GRAZIOSI', 'People, including fictional'), ('RUSSELL', 'People, including fictional'), ('3', 'Numerals that do not fall under another type')]","[('TO', 'B-PER'), ('##O', 'B-PER'), ('DE', 'B-MISC'), ('##RA', 'I-MISC'), ('##Z', 'I-MISC')]"
279,Great article! Thanks for sharing,POSITIVE,[],[]
280,"The stinko Sigapore sling: put 2/5 of Ouzo. Add 1/8 of orange juice, and 1/2 of orange bitter. Add ice. 
 Enjoy it like @travisk.
 
 Biba !",NEUTRAL,"[('2/5', 'Numerals that do not fall under another type'), ('1/8', 'Numerals that do not fall under another type'), ('1/2', 'Numerals that do not fall under another type')]","[('Si', 'B-MISC'), ('B', 'B-ORG'), ('##iba', 'I-ORG')]"
281,"I applied 3 months ago bounce back loan . Still no respond at all. November 4 end loan . What going on ?? 3 time this bank has said they will come back and are sorting, not one word.",NEGATIVE,"[('3 months ago', 'Absolute or relative dates or periods'), ('November 4', 'Absolute or relative dates or periods'), ('3', 'Numerals that do not fall under another type')]",[]
282,Would love a complete series of your work on Netflix. Would go a long way for us all. Your work is moving and has moved a lot of people from the struggle to true belief in oneself future ??,POSITIVE,"[('Netflix', 'Companies, agencies, institutions, etc.')]","[('Netflix', 'B-ORG')]"
283,If you work your whole life and just pay your bills and your money doesnâ€™t make money for you. You are a slave to money. How to Make Money Using The Law of Fair Exchange | Dr John Demartini https://t.co/oL47KHHLD4 #Defi #LiquidityMining #cryptofarmer #Bitcoin #nft #meditation,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('#Bitcoin #', 'Monetary values, including unit'), ('#', 'Objects, vehicles, foods, etc. (not services)')]","[('Law', 'I-MISC'), ('of', 'I-MISC'), ('Fair', 'I-MISC'), ('Exchange', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
284,I had the pleasure of being joined by Dr.John Demartini on a recent webinar and he bought up the term St.Corona and https://t.co/V2b27y9ri9,POSITIVE,"[('John Demartini', 'People, including fictional'), ('St.Corona', 'Countries, cities, states')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('St', 'B-LOC'), ('.', 'I-LOC'), ('Co', 'I-LOC'), ('##rona', 'I-ORG')]"
285,A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/f6tRR0MT0Y,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('ThankfulThursday', 'Monetary values, including unit')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
286,"@Mrs_DLB Hi there thanks for reaching out about this. I'd love to possibly check this out further for you. Have you received any notification in regard to your cards, or on when the lost status was placed on your card? Please feel free to provide more detail via DM - Shona https://t.co/BbmcXsMXyM",POSITIVE,"[('DM -', 'Companies, agencies, institutions, etc.')]","[('DL', 'B-ORG'), ('D', 'B-MISC'), ('S', 'B-PER')]"
287,"Whatâ€™s the science behind YOUR mind?!!!
I run an events business and today NATWEST removed my overdraft facility because my turnover is not good enough in the last year !!!
Wow !!",NEGATIVE,"[('today', 'Absolute or relative dates or periods'), ('NATWEST', 'Companies, agencies, institutions, etc.'), ('the last year', 'Absolute or relative dates or periods')]",[]
288,"@PeterMcCormack Sorry to hear this happened but these moves are certainly great advertising for #Bitcoin and decentralized finance.  

PS: Would not be surprised if this was $HSBC",POSITIVE,"[('PS', 'Companies, agencies, institutions, etc.'), ('HSBC', 'Monetary values, including unit')]","[('Peter', 'B-ORG'), ('##M', 'I-ORG'), ('##c', 'I-ORG'), ('##C', 'I-ORG'), ('##orm', 'I-ORG'), ('##ack', 'I-ORG'), ('##co', 'I-MISC'), ('##SB', 'B-ORG')]"
289,An old fashioned debate! Didnâ€™t think these existed anymore ðŸ˜‚ Awesome!!,POSITIVE,"[('‚', 'People, including fictional')]",[]
290,"Dont miss #Introbiz Free Online Networking Events.
Meet Global Top Entrepreneur and Best Selling Author Dr.John De https://t.co/zPPrmthaI0",NEUTRAL,"[('Don\x92t', 'Companies, agencies, institutions, etc.'), ('Introbiz Free Online Networking Events', 'Titles of books, songs, etc.'), ('Global Top Entrepreneur', 'People, including fictional'), ('John De', 'People, including fictional')]","[('In', 'B-MISC'), ('##z', 'I-MISC'), ('Free', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER')]"
291,"The skillset without the mindset, will just leave you upset. - Dr John DeMartini #quoteoftheday #motivation #SamSEO",NEUTRAL,"[('John DeMartini', 'People, including fictional'), ('quoteoftheday', 'Absolute or relative dates or periods')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER')]"
292,"I am an HSBC pensioner whose  birth year is the year of the Ox . Thanks to HSBC I will not be having a prosperous year either now or in the future since they deduct Â£170 per month ( clawback) from my meagre pension. 
52.000 of my ex colleagues also suffer a similar fate, or will do when they reach state pension age. 
SHAME ON YOU HSBC",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('birth year', 'Absolute or relative dates or periods'), ('the year of the Ox', 'Absolute or relative dates or periods'), ('HSBC', 'Companies, agencies, institutions, etc.'), ('year', 'Absolute or relative dates or periods'), ('52.000', 'Numerals that do not fall under another type')]","[('H', 'B-ORG'), ('##SB', 'B-ORG'), ('##C', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('Â', 'B-MISC')]"
